Balloon filename (gpx),station,expected timeframe
SMT_20220702_111827.gpx,11,2022-07-02 12:10:03+00:00 till 2022-07-02 12:28:56+00:00
SMT_20220702_111827.gpx,13,2022-07-02 12:21:58+00:00 till 2022-07-02 12:23:13+00:00
SMT_20220628_111612.gpx,11,2022-06-28 11:19:06+00:00 till 2022-06-28 11:19:44+00:00
SMT_20220702_231622.gpx,21,2022-07-03 00:02:45+00:00 till 2022-07-03 00:52:30+00:00
SMT_20220702_231622.gpx,12,2022-07-03 00:10:57+00:00 till 2022-07-03 00:52:30+00:00
SMT_20220702_231622.gpx,11,2022-07-03 00:13:28+00:00 till 2022-07-03 00:52:30+00:00
SMT_20220702_231622.gpx,13,2022-07-03 00:13:02+00:00 till 2022-07-03 00:52:30+00:00
SMT_20220702_231622.gpx,22,2022-07-03 00:05:06+00:00 till 2022-07-03 00:52:30+00:00
SMT_20220702_231622.gpx,23,2022-07-03 00:08:46+00:00 till 2022-07-03 00:52:30+00:00
SMT_20220702_231622.gpx,24,2022-07-03 00:10:54+00:00 till 2022-07-03 00:52:30+00:00
SMT_20220706_112237.gpx,21,2022-07-06 12:41:06+00:00 till 2022-07-06 12:48:49+00:00
SMT_20220706_112237.gpx,12,2022-07-06 12:46:17+00:00 till 2022-07-06 12:48:49+00:00
SMT_20220706_112237.gpx,11,2022-07-06 12:45:52+00:00 till 2022-07-06 12:48:49+00:00
SMT_20220706_112237.gpx,13,2022-07-06 12:47:32+00:00 till 2022-07-06 12:48:49+00:00
SMT_20220706_112237.gpx,22,2022-07-06 12:41:28+00:00 till 2022-07-06 12:48:49+00:00
SMT_20220706_112237.gpx,23,2022-07-06 12:42:31+00:00 till 2022-07-06 12:48:49+00:00
SMT_20220706_112237.gpx,24,2022-07-06 12:45:23+00:00 till 2022-07-06 12:48:49+00:00
SMT_20220803_232212.gpx,21,2022-08-03 23:23:39+00:00 till 2022-08-03 23:24:15+00:00
SMT_20220803_232212.gpx,22,2022-08-03 23:26:00+00:00 till 2022-08-03 23:28:41+00:00
SMT_20220803_232212.gpx,23,2022-08-03 23:29:04+00:00 till 2022-08-04 00:59:17+00:00
SMT_20220803_232212.gpx,24,2022-08-03 23:33:25+00:00 till 2022-08-04 00:59:17+00:00
SMT_20220719_231514.gpx,21,2022-07-19 23:18:55+00:00 till 2022-07-19 23:22:15+00:00
SMT_20220719_231514.gpx,11,2022-07-19 23:21:49+00:00 till 2022-07-19 23:28:54+00:00
SMT_20220831_111419.gpx,11,2022-08-31 11:16:14+00:00 till 2022-08-31 11:16:34+00:00
SMT_20220625_111630.gpx,21,2022-06-25 11:05:16+00:00 till 2022-06-25 12:45:40+00:00
SMT_20220625_111630.gpx,12,2022-06-25 12:21:28+00:00 till 2022-06-25 12:45:40+00:00
SMT_20220625_111630.gpx,11,2022-06-25 12:21:22+00:00 till 2022-06-25 12:45:40+00:00
SMT_20220625_111630.gpx,13,2022-06-25 12:22:09+00:00 till 2022-06-25 12:45:40+00:00
SMT_20220625_111630.gpx,22,2022-06-25 12:18:40+00:00 till 2022-06-25 12:45:40+00:00
SMT_20220625_111630.gpx,23,2022-06-25 12:19:47+00:00 till 2022-06-25 12:45:40+00:00
SMT_20220625_111630.gpx,24,2022-06-25 12:21:22+00:00 till 2022-06-25 12:45:40+00:00
SMT_20220826_113003.gpx,21,2022-08-26 11:31:55+00:00 till 2022-08-26 11:32:54+00:00
SMT_20220826_113003.gpx,13,2022-08-26 11:37:21+00:00 till 2022-08-26 11:40:14+00:00
SMT_20220626_112912.gpx,11,2022-06-26 11:34:39+00:00 till 2022-06-26 12:59:31+00:00
SMT_20220808_231507.gpx,11,2022-08-08 23:18:14+00:00 till 2022-08-08 23:19:41+00:00
SMT_20220727_111915.gpx,11,2022-07-27 11:26:52+00:00 till 2022-07-27 11:31:27+00:00
